,season,md,home_team,away_team,home_goals,away_goals,year
3180,1973/1974,29,Rot-Weiss Essen,1. FC Cologne,1,1,1974
3181,1973/1974,29,Kickers Offenbach,VfL Bochum,2,2,1974
3182,1973/1974,29,Hamburger SV,Fortuna Düsseldorf,1,3,1974
3183,1973/1974,29,Bayern München,1. FC Kaiserslautern,1,1,1974
3184,1973/1974,29,Hertha BSC,Eintracht Frankfurt,2,1,1974
3185,1973/1974,29,FC Schalke 04,SV Werder Bremen,4,2,1974
3186,1973/1974,29,Borussia Mönchengladbach,VfB Stuttgart,3,1,1974
3187,1973/1974,29,Wuppertaler SV,Hannover 96,2,1,1974
3188,1973/1974,29,Fortuna Cologne,MSV Duisburg,3,0,1974
3189,1973/1974,30,Hannover 96,FC Schalke 04,0,1,1974
3190,1973/1974,30,1. FC Kaiserslautern,Fortuna Cologne,2,1,1974
3191,1973/1974,30,1. FC Cologne,Hertha BSC,3,4,1974
3192,1973/1974,30,VfL Bochum,Borussia Mönchengladbach,1,1,1974
3193,1973/1974,30,Fortuna Düsseldorf,SV Werder Bremen,1,1,1974
3194,1973/1974,30,Hamburger SV,Kickers Offenbach,0,0,1974
3195,1973/1974,30,VfB Stuttgart,Bayern München,1,1,1974
3196,1973/1974,30,MSV Duisburg,Rot-Weiss Essen,1,0,1974
3197,1973/1974,30,Eintracht Frankfurt,Wuppertaler SV,1,0,1974
3198,1973/1974,31,Hertha BSC,MSV Duisburg,2,4,1974
3199,1973/1974,31,FC Schalke 04,Eintracht Frankfurt,3,1,1974
3200,1973/1974,31,Fortuna Cologne,VfB Stuttgart,1,0,1974
3201,1973/1974,31,Borussia Mönchengladbach,Hamburger SV,6,1,1974
3202,1973/1974,31,Kickers Offenbach,Fortuna Düsseldorf,3,0,1974
3203,1973/1974,31,SV Werder Bremen,Hannover 96,3,3,1974
3204,1973/1974,31,Bayern München,VfL Bochum,4,0,1974
3205,1973/1974,31,Wuppertaler SV,1. FC Cologne,1,3,1974
3206,1973/1974,31,Rot-Weiss Essen,1. FC Kaiserslautern,3,3,1974
3207,1973/1974,32,Borussia Mönchengladbach,Kickers Offenbach,5,1,1974
3208,1973/1974,32,Eintracht Frankfurt,SV Werder Bremen,1,1,1974
3209,1973/1974,32,Hamburger SV,Bayern München,0,5,1974
3210,1973/1974,32,Hannover 96,Fortuna Düsseldorf,1,2,1974
3211,1973/1974,32,VfL Bochum,Fortuna Cologne,2,0,1974
3212,1973/1974,32,1. FC Kaiserslautern,Hertha BSC,3,1,1974
3213,1973/1974,32,MSV Duisburg,Wuppertaler SV,0,0,1974
3214,1973/1974,32,VfB Stuttgart,Rot-Weiss Essen,0,3,1974
3215,1973/1974,32,1. FC Cologne,FC Schalke 04,3,1,1974
3216,1973/1974,33,Hannover 96,Eintracht Frankfurt,0,0,1974
3217,1973/1974,33,FC Schalke 04,MSV Duisburg,0,1,1974
3218,1973/1974,33,Bayern München,Kickers Offenbach,1,0,1974
3219,1973/1974,33,SV Werder Bremen,1. FC Cologne,4,2,1974
3220,1973/1974,33,Fortuna Cologne,Hamburger SV,3,0,1974
3221,1973/1974,33,Rot-Weiss Essen,VfL Bochum,2,2,1974
3222,1973/1974,33,Wuppertaler SV,1. FC Kaiserslautern,2,4,1974
3223,1973/1974,33,Hertha BSC,VfB Stuttgart,1,0,1974
3224,1973/1974,33,Fortuna Düsseldorf,Borussia Mönchengladbach,1,0,1974
3225,1973/1974,34,Borussia Mönchengladbach,Bayern München,5,0,1974
3226,1973/1974,34,Eintracht Frankfurt,Fortuna Düsseldorf,2,1,1974
3227,1973/1974,34,Kickers Offenbach,Fortuna Cologne,4,0,1974
3228,1973/1974,34,MSV Duisburg,SV Werder Bremen,3,1,1974
3229,1973/1974,34,Hamburger SV,Rot-Weiss Essen,2,3,1974
3230,1973/1974,34,1. FC Kaiserslautern,FC Schalke 04,4,0,1974
3231,1973/1974,34,VfB Stuttgart,Wuppertaler SV,2,2,1974
3232,1973/1974,34,1. FC Cologne,Hannover 96,2,1,1974
3233,1973/1974,34,VfL Bochum,Hertha BSC,2,1,1974
3234,1974/1975,1,FC Schalke 04,1. FC Kaiserslautern,2,1,1975
3235,1974/1975,1,Wuppertaler SV,MSV Duisburg,1,4,1975
3236,1974/1975,1,Eintracht Braunschweig,Tennis Borussia Berlin,5,0,1975
3237,1974/1975,1,Hertha BSC,Fortuna Düsseldorf,3,3,1975
3238,1974/1975,1,VfB Stuttgart,VfL Bochum,1,0,1975
3239,1974/1975,1,Kickers Offenbach,Bayern München,6,0,1975
3240,1974/1975,1,Borussia Mönchengladbach,Hamburger SV,1,3,1975
3241,1974/1975,1,1. FC Cologne,Rot-Weiss Essen,0,1,1975
3242,1974/1975,1,SV Werder Bremen,Eintracht Frankfurt,0,3,1975
3243,1974/1975,2,1. FC Kaiserslautern,Eintracht Braunschweig,2,0,1975
3244,1974/1975,2,Bayern München,Hertha BSC,2,1,1975
3245,1974/1975,2,MSV Duisburg,FC Schalke 04,2,0,1975
3246,1974/1975,2,VfL Bochum,1. FC Cologne,3,2,1975
3247,1974/1975,2,Eintracht Frankfurt,Borussia Mönchengladbach,1,1,1975
3248,1974/1975,2,Rot-Weiss Essen,Wuppertaler SV,2,0,1975
3249,1974/1975,2,Fortuna Düsseldorf,VfB Stuttgart,4,0,1975
3250,1974/1975,2,Hamburger SV,Kickers Offenbach,1,0,1975
3251,1974/1975,2,Tennis Borussia Berlin,SV Werder Bremen,4,0,1975
3252,1974/1975,3,Eintracht Braunschweig,MSV Duisburg,4,1,1975
3253,1974/1975,3,1. FC Cologne,Fortuna Düsseldorf,2,2,1975
3254,1974/1975,3,Wuppertaler SV,VfL Bochum,1,1,1975
3255,1974/1975,3,VfB Stuttgart,Bayern München,1,2,1975
3256,1974/1975,3,Eintracht Frankfurt,Hamburger SV,1,3,1975
3257,1974/1975,3,FC Schalke 04,Rot-Weiss Essen,3,0,1975
3258,1974/1975,3,Hertha BSC,Kickers Offenbach,4,1,1975
3259,1974/1975,3,SV Werder Bremen,1. FC Kaiserslautern,3,1,1975
3260,1974/1975,3,Borussia Mönchengladbach,Tennis Borussia Berlin,3,1,1975
3261,1974/1975,4,1. FC Kaiserslautern,Borussia Mönchengladbach,1,3,1975
3262,1974/1975,4,MSV Duisburg,SV Werder Bremen,4,0,1975
3263,1974/1975,4,Hamburger SV,Hertha BSC,1,1,1975
3264,1974/1975,4,Tennis Borussia Berlin,Eintracht Frankfurt,1,4,1975
3265,1974/1975,4,Bayern München,1. FC Cologne,6,3,1975
3266,1974/1975,4,Rot-Weiss Essen,Eintracht Braunschweig,1,2,1975
3267,1974/1975,4,Fortuna Düsseldorf,Wuppertaler SV,2,0,1975
3268,1974/1975,4,VfL Bochum,FC Schalke 04,2,1,1975
3269,1974/1975,4,Kickers Offenbach,VfB Stuttgart,3,1,1975
3270,1974/1975,5,Tennis Borussia Berlin,Hamburger SV,0,3,1975
3271,1974/1975,5,Eintracht Frankfurt,1. FC Kaiserslautern,5,1,1975
3272,1974/1975,5,Borussia Mönchengladbach,MSV Duisburg,4,1,1975
3273,1974/1975,5,1. FC Cologne,Kickers Offenbach,0,1,1975
3274,1974/1975,5,SV Werder Bremen,Rot-Weiss Essen,0,0,1975
3275,1974/1975,5,Eintracht Braunschweig,VfL Bochum,2,0,1975
3276,1974/1975,5,FC Schalke 04,Fortuna Düsseldorf,3,0,1975
3277,1974/1975,5,Wuppertaler SV,Bayern München,3,1,1975
3278,1974/1975,5,VfB Stuttgart,Hertha BSC,1,2,1975
3279,1974/1975,6,Bayern München,FC Schalke 04,0,2,1975
3280,1974/1975,6,1. FC Kaiserslautern,Tennis Borussia Berlin,4,0,1975
3281,1974/1975,6,Kickers Offenbach,Wuppertaler SV,3,1,1975
3282,1974/1975,6,Hamburger SV,VfB Stuttgart,1,0,1975
3283,1974/1975,6,Fortuna Düsseldorf,Eintracht Braunschweig,2,2,1975
3284,1974/1975,6,VfL Bochum,SV Werder Bremen,3,1,1975
3285,1974/1975,6,Hertha BSC,1. FC Cologne,1,1,1975
3286,1974/1975,6,Rot-Weiss Essen,Borussia Mönchengladbach,1,3,1975
3287,1974/1975,6,MSV Duisburg,Eintracht Frankfurt,1,3,1975
3288,1974/1975,7,SV Werder Bremen,Fortuna Düsseldorf,0,0,1975
3289,1974/1975,7,1. FC Kaiserslautern,Hamburger SV,1,0,1975
3290,1974/1975,7,1. FC Cologne,VfB Stuttgart,4,2,1975
3291,1974/1975,7,Tennis Borussia Berlin,MSV Duisburg,2,3,1975
3292,1974/1975,7,Wuppertaler SV,Hertha BSC,0,0,1975
3293,1974/1975,7,Eintracht Frankfurt,Rot-Weiss Essen,9,1,1975
3294,1974/1975,7,FC Schalke 04,Kickers Offenbach,2,0,1975
3295,1974/1975,7,Borussia Mönchengladbach,VfL Bochum,3,0,1975
3296,1974/1975,7,Eintracht Braunschweig,Bayern München,3,1,1975
3297,1974/1975,8,MSV Duisburg,1. FC Kaiserslautern,3,2,1975
3298,1974/1975,8,Hertha BSC,FC Schalke 04,1,0,1975
3299,1974/1975,8,VfL Bochum,Eintracht Frankfurt,3,1,1975
3300,1974/1975,8,Bayern München,SV Werder Bremen,2,0,1975
3301,1974/1975,8,Fortuna Düsseldorf,Borussia Mönchengladbach,3,2,1975
3302,1974/1975,8,Hamburger SV,1. FC Cologne,3,1,1975
3303,1974/1975,8,VfB Stuttgart,Wuppertaler SV,5,1,1975
3304,1974/1975,8,Rot-Weiss Essen,Tennis Borussia Berlin,3,2,1975
3305,1974/1975,8,Kickers Offenbach,Eintracht Braunschweig,2,1,1975
3306,1974/1975,9,Eintracht Braunschweig,Hertha BSC,2,1,1975
3307,1974/1975,9,FC Schalke 04,VfB Stuttgart,2,0,1975
3308,1974/1975,9,Tennis Borussia Berlin,VfL Bochum,2,0,1975
3309,1974/1975,9,Wuppertaler SV,1. FC Cologne,1,4,1975
3310,1974/1975,9,Eintracht Frankfurt,Fortuna Düsseldorf,4,0,1975
3311,1974/1975,9,Borussia Mönchengladbach,Bayern München,1,2,1975
3312,1974/1975,9,SV Werder Bremen,Kickers Offenbach,3,6,1975
3313,1974/1975,9,MSV Duisburg,Hamburger SV,2,0,1975
3314,1974/1975,9,1. FC Kaiserslautern,Rot-Weiss Essen,2,0,1975
3315,1974/1975,10,Hertha BSC,SV Werder Bremen,2,0,1975
3316,1974/1975,10,Kickers Offenbach,Borussia Mönchengladbach,4,3,1975
3317,1974/1975,10,Hamburger SV,Wuppertaler SV,4,1,1975
3318,1974/1975,10,Rot-Weiss Essen,MSV Duisburg,3,0,1975
3319,1974/1975,10,Fortuna Düsseldorf,Tennis Borussia Berlin,3,2,1975
3320,1974/1975,10,1. FC Cologne,FC Schalke 04,4,2,1975
3321,1974/1975,10,VfB Stuttgart,Eintracht Braunschweig,0,0,1975
3322,1974/1975,10,Bayern München,Eintracht Frankfurt,2,1,1975
3323,1974/1975,10,VfL Bochum,1. FC Kaiserslautern,4,0,1975
3324,1974/1975,11,1. FC Kaiserslautern,Fortuna Düsseldorf,1,0,1975
3325,1974/1975,11,Rot-Weiss Essen,Hamburger SV,0,0,1975
3326,1974/1975,11,Borussia Mönchengladbach,Hertha BSC,1,1,1975
3327,1974/1975,11,Tennis Borussia Berlin,Bayern München,2,2,1975
3328,1974/1975,11,Eintracht Braunschweig,1. FC Cologne,1,4,1975
3329,1974/1975,11,FC Schalke 04,Wuppertaler SV,1,0,1975
3330,1974/1975,11,Eintracht Frankfurt,Kickers Offenbach,0,0,1975
3331,1974/1975,11,MSV Duisburg,VfL Bochum,3,1,1975
3332,1974/1975,11,SV Werder Bremen,VfB Stuttgart,5,2,1975
3333,1974/1975,12,VfL Bochum,Rot-Weiss Essen,2,2,1975
3334,1974/1975,12,Hertha BSC,Eintracht Frankfurt,2,1,1975
3335,1974/1975,12,Bayern München,1. FC Kaiserslautern,2,5,1975
3336,1974/1975,12,VfB Stuttgart,Borussia Mönchengladbach,1,2,1975
3337,1974/1975,12,Fortuna Düsseldorf,MSV Duisburg,1,1,1975
3338,1974/1975,12,Wuppertaler SV,Eintracht Braunschweig,0,1,1975
3339,1974/1975,12,1. FC Cologne,SV Werder Bremen,3,1,1975
3340,1974/1975,12,Hamburger SV,FC Schalke 04,1,1,1975
3341,1974/1975,12,Kickers Offenbach,Tennis Borussia Berlin,3,2,1975
3342,1974/1975,13,MSV Duisburg,Bayern München,2,1,1975
3343,1974/1975,13,SV Werder Bremen,Wuppertaler SV,2,1,1975
3344,1974/1975,13,Tennis Borussia Berlin,Hertha BSC,0,3,1975
3345,1974/1975,13,Borussia Mönchengladbach,1. FC Cologne,1,1,1975
3346,1974/1975,13,Eintracht Braunschweig,FC Schalke 04,1,0,1975
3347,1974/1975,13,VfL Bochum,Hamburger SV,4,2,1975
3348,1974/1975,13,Eintracht Frankfurt,VfB Stuttgart,5,5,1975
3349,1974/1975,13,1. FC Kaiserslautern,Kickers Offenbach,1,2,1975
3350,1974/1975,13,Rot-Weiss Essen,Fortuna Düsseldorf,1,2,1975
3351,1974/1975,14,VfB Stuttgart,Tennis Borussia Berlin,2,1,1975
3352,1974/1975,14,Kickers Offenbach,MSV Duisburg,3,3,1975
3353,1974/1975,14,Bayern München,Rot-Weiss Essen,2,2,1975
3354,1974/1975,14,Wuppertaler SV,Borussia Mönchengladbach,1,5,1975
3355,1974/1975,14,Fortuna Düsseldorf,VfL Bochum,0,1,1975
3356,1974/1975,14,1. FC Cologne,Eintracht Frankfurt,0,0,1975
3357,1974/1975,14,Hertha BSC,1. FC Kaiserslautern,2,1,1975
3358,1974/1975,14,Hamburger SV,Eintracht Braunschweig,0,0,1975
3359,1974/1975,14,FC Schalke 04,SV Werder Bremen,2,0,1975
3360,1974/1975,15,1. FC Kaiserslautern,VfB Stuttgart,6,0,1975
3361,1974/1975,15,VfL Bochum,Bayern München,3,0,1975
3362,1974/1975,15,MSV Duisburg,Hertha BSC,1,3,1975
3363,1974/1975,15,Tennis Borussia Berlin,1. FC Cologne,2,3,1975
3364,1974/1975,15,Eintracht Frankfurt,Wuppertaler SV,5,0,1975
3365,1974/1975,15,Rot-Weiss Essen,Kickers Offenbach,5,1,1975
3366,1974/1975,15,Eintracht Braunschweig,SV Werder Bremen,0,0,1975
3367,1974/1975,15,Hamburger SV,Fortuna Düsseldorf,2,1,1975
3368,1974/1975,15,Borussia Mönchengladbach,FC Schalke 04,1,0,1975
3369,1974/1975,16,VfB Stuttgart,MSV Duisburg,2,1,1975
3370,1974/1975,16,Bayern München,Fortuna Düsseldorf,4,0,1975
3371,1974/1975,16,FC Schalke 04,Eintracht Frankfurt,1,1,1975
3372,1974/1975,16,Wuppertaler SV,Tennis Borussia Berlin,2,0,1975
3373,1974/1975,16,SV Werder Bremen,Hamburger SV,1,0,1975
3374,1974/1975,16,1. FC Cologne,1. FC Kaiserslautern,2,0,1975
3375,1974/1975,16,Kickers Offenbach,VfL Bochum,2,0,1975
3376,1974/1975,16,Hertha BSC,Rot-Weiss Essen,4,2,1975
3377,1974/1975,16,Eintracht Braunschweig,Borussia Mönchengladbach,1,3,1975
3378,1974/1975,17,Fortuna Düsseldorf,Kickers Offenbach,3,2,1975
3379,1974/1975,17,VfL Bochum,Hertha BSC,4,0,1975
3380,1974/1975,17,1. FC Kaiserslautern,Wuppertaler SV,2,0,1975
3381,1974/1975,17,Rot-Weiss Essen,VfB Stuttgart,3,1,1975
3382,1974/1975,17,Tennis Borussia Berlin,FC Schalke 04,0,2,1975
3383,1974/1975,17,Eintracht Frankfurt,Eintracht Braunschweig,2,0,1975
3384,1974/1975,17,Borussia Mönchengladbach,SV Werder Bremen,4,2,1975
3385,1974/1975,17,Hamburger SV,Bayern München,1,0,1975
3386,1974/1975,17,MSV Duisburg,1. FC Cologne,1,3,1975
3387,1974/1975,18,Eintracht Frankfurt,SV Werder Bremen,2,1,1975
3388,1974/1975,18,Bayern München,Kickers Offenbach,2,3,1975
3389,1974/1975,18,1. FC Kaiserslautern,FC Schalke 04,1,1,1975
3390,1974/1975,18,MSV Duisburg,Wuppertaler SV,2,2,1975
3391,1974/1975,18,VfL Bochum,VfB Stuttgart,1,0,1975
3392,1974/1975,18,Rot-Weiss Essen,1. FC Cologne,1,1,1975
3393,1974/1975,18,Hamburger SV,Borussia Mönchengladbach,1,1,1975
3394,1974/1975,18,Tennis Borussia Berlin,Eintracht Braunschweig,2,2,1975
3395,1974/1975,18,Fortuna Düsseldorf,Hertha BSC,0,0,1975
3396,1974/1975,19,Kickers Offenbach,Hamburger SV,4,1,1975
3397,1974/1975,19,FC Schalke 04,MSV Duisburg,5,0,1975
3398,1974/1975,19,1. FC Cologne,VfL Bochum,4,1,1975
3399,1974/1975,19,Borussia Mönchengladbach,Eintracht Frankfurt,3,0,1975
3400,1974/1975,19,SV Werder Bremen,Tennis Borussia Berlin,1,1,1975
3401,1974/1975,19,Wuppertaler SV,Rot-Weiss Essen,0,2,1975
3402,1974/1975,19,VfB Stuttgart,Fortuna Düsseldorf,1,1,1975
3403,1974/1975,19,Eintracht Braunschweig,1. FC Kaiserslautern,3,2,1975
3404,1974/1975,19,Hertha BSC,Bayern München,4,1,1975
3405,1974/1975,20,Rot-Weiss Essen,FC Schalke 04,4,4,1975
3406,1974/1975,20,MSV Duisburg,Eintracht Braunschweig,3,2,1975
3407,1974/1975,20,VfL Bochum,Wuppertaler SV,4,2,1975
3408,1974/1975,20,Bayern München,VfB Stuttgart,1,1,1975
3409,1974/1975,20,Hamburger SV,Eintracht Frankfurt,3,1,1975
3410,1974/1975,20,Kickers Offenbach,Hertha BSC,3,1,1975
3411,1974/1975,20,1. FC Kaiserslautern,SV Werder Bremen,4,1,1975
3412,1974/1975,20,Tennis Borussia Berlin,Borussia Mönchengladbach,1,4,1975
3413,1974/1975,20,Fortuna Düsseldorf,1. FC Cologne,3,0,1975
3414,1974/1975,21,1. FC Cologne,Bayern München,1,0,1975
3415,1974/1975,21,Eintracht Frankfurt,Tennis Borussia Berlin,7,1,1975
3416,1974/1975,21,Hertha BSC,Hamburger SV,1,0,1975
3417,1974/1975,21,SV Werder Bremen,MSV Duisburg,3,1,1975
3418,1974/1975,21,Borussia Mönchengladbach,1. FC Kaiserslautern,3,0,1975
3419,1974/1975,21,VfB Stuttgart,Kickers Offenbach,3,1,1975
3420,1974/1975,21,FC Schalke 04,VfL Bochum,1,0,1975
3421,1974/1975,21,Wuppertaler SV,Fortuna Düsseldorf,2,3,1975
3422,1974/1975,21,Eintracht Braunschweig,Rot-Weiss Essen,4,2,1975
3423,1974/1975,22,Hamburger SV,Tennis Borussia Berlin,4,0,1975
3424,1974/1975,22,Bayern München,Wuppertaler SV,3,1,1975
3425,1974/1975,22,1. FC Kaiserslautern,Eintracht Frankfurt,2,2,1975
3426,1974/1975,22,Hertha BSC,VfB Stuttgart,4,0,1975
3427,1974/1975,22,Kickers Offenbach,1. FC Cologne,1,4,1975
3428,1974/1975,22,Rot-Weiss Essen,SV Werder Bremen,1,1,1975
3429,1974/1975,22,VfL Bochum,Eintracht Braunschweig,1,0,1975
3430,1974/1975,22,Fortuna Düsseldorf,FC Schalke 04,2,1,1975
3431,1974/1975,22,MSV Duisburg,Borussia Mönchengladbach,1,1,1975
3432,1974/1975,23,Wuppertaler SV,Kickers Offenbach,0,0,1975
3433,1974/1975,23,1. FC Cologne,Hertha BSC,2,1,1975
3434,1974/1975,23,FC Schalke 04,Bayern München,2,2,1975
3435,1974/1975,23,VfB Stuttgart,Hamburger SV,1,2,1975
3436,1974/1975,23,SV Werder Bremen,VfL Bochum,3,0,1975
3437,1974/1975,23,Eintracht Braunschweig,Fortuna Düsseldorf,3,0,1975
3438,1974/1975,23,Borussia Mönchengladbach,Rot-Weiss Essen,1,1,1975
3439,1974/1975,23,Tennis Borussia Berlin,1. FC Kaiserslautern,3,2,1975
3440,1974/1975,23,Eintracht Frankfurt,MSV Duisburg,4,1,1975
3441,1974/1975,24,Kickers Offenbach,FC Schalke 04,3,0,1975
3442,1974/1975,24,Rot-Weiss Essen,Eintracht Frankfurt,0,5,1975
3443,1974/1975,24,MSV Duisburg,Tennis Borussia Berlin,2,3,1975
3444,1974/1975,24,VfB Stuttgart,1. FC Cologne,2,0,1975
3445,1974/1975,24,Hamburger SV,1. FC Kaiserslautern,2,0,1975
3446,1974/1975,24,VfL Bochum,Borussia Mönchengladbach,0,0,1975
3447,1974/1975,24,Fortuna Düsseldorf,SV Werder Bremen,4,1,1975
3448,1974/1975,24,Bayern München,Eintracht Braunschweig,1,0,1975
3449,1974/1975,24,Hertha BSC,Wuppertaler SV,2,0,1975
3450,1974/1975,25,1. FC Cologne,Hamburger SV,4,0,1975
3451,1974/1975,25,Tennis Borussia Berlin,Rot-Weiss Essen,1,0,1975
3452,1974/1975,25,Eintracht Frankfurt,VfL Bochum,4,1,1975
3453,1974/1975,25,Wuppertaler SV,VfB Stuttgart,2,2,1975
3454,1974/1975,25,Eintracht Braunschweig,Kickers Offenbach,1,0,1975
3455,1974/1975,25,SV Werder Bremen,Bayern München,0,2,1975
3456,1974/1975,25,FC Schalke 04,Hertha BSC,1,0,1975
3457,1974/1975,25,1. FC Kaiserslautern,MSV Duisburg,2,0,1975
3458,1974/1975,25,Borussia Mönchengladbach,Fortuna Düsseldorf,3,1,1975
3459,1974/1975,26,Bayern München,Borussia Mönchengladbach,1,1,1975
3460,1974/1975,26,VfL Bochum,Tennis Borussia Berlin,0,0,1975
3461,1974/1975,26,1. FC Cologne,Wuppertaler SV,4,0,1975
3462,1974/1975,26,Hamburger SV,MSV Duisburg,2,3,1975
3463,1974/1975,26,Fortuna Düsseldorf,Eintracht Frankfurt,2,2,1975
3464,1974/1975,26,Kickers Offenbach,SV Werder Bremen,5,1,1975
3465,1974/1975,26,Rot-Weiss Essen,1. FC Kaiserslautern,3,1,1975
3466,1974/1975,26,Hertha BSC,Eintracht Braunschweig,3,1,1975
3467,1974/1975,26,VfB Stuttgart,FC Schalke 04,3,1,1975
3468,1974/1975,27,MSV Duisburg,Rot-Weiss Essen,3,3,1975
3469,1974/1975,27,Borussia Mönchengladbach,Kickers Offenbach,5,2,1975
3470,1974/1975,27,Wuppertaler SV,Hamburger SV,0,4,1975
3471,1974/1975,27,Eintracht Braunschweig,VfB Stuttgart,6,0,1975
3472,1974/1975,27,Eintracht Frankfurt,Bayern München,2,0,1975
3473,1974/1975,27,SV Werder Bremen,Hertha BSC,4,0,1975
3474,1974/1975,27,Tennis Borussia Berlin,Fortuna Düsseldorf,1,4,1975
3475,1974/1975,27,1. FC Kaiserslautern,VfL Bochum,1,0,1975
3476,1974/1975,27,FC Schalke 04,1. FC Cologne,1,1,1975
3477,1974/1975,28,VfB Stuttgart,SV Werder Bremen,2,2,1975
3478,1974/1975,28,Hamburger SV,Rot-Weiss Essen,2,2,1975
3479,1974/1975,28,VfL Bochum,MSV Duisburg,1,2,1975
3480,1974/1975,28,Bayern München,Tennis Borussia Berlin,3,1,1975
3481,1974/1975,28,Hertha BSC,Borussia Mönchengladbach,2,1,1975
3482,1974/1975,28,Wuppertaler SV,FC Schalke 04,0,1,1975
3483,1974/1975,28,Kickers Offenbach,Eintracht Frankfurt,2,1,1975
3484,1974/1975,28,Fortuna Düsseldorf,1. FC Kaiserslautern,2,0,1975
3485,1974/1975,28,1. FC Cologne,Eintracht Braunschweig,3,0,1975
3486,1974/1975,29,Eintracht Frankfurt,Hertha BSC,1,2,1975
3487,1974/1975,29,FC Schalke 04,Hamburger SV,3,1,1975
3488,1974/1975,29,SV Werder Bremen,1. FC Cologne,4,1,1975
3489,1974/1975,29,Eintracht Braunschweig,Wuppertaler SV,1,1,1975
3490,1974/1975,29,MSV Duisburg,Fortuna Düsseldorf,0,3,1975
3491,1974/1975,29,Borussia Mönchengladbach,VfB Stuttgart,5,1,1975
3492,1974/1975,29,1. FC Kaiserslautern,Bayern München,0,1,1975
3493,1974/1975,29,Rot-Weiss Essen,VfL Bochum,1,1,1975
3494,1974/1975,29,Tennis Borussia Berlin,Kickers Offenbach,0,2,1975
3495,1974/1975,30,Hertha BSC,Tennis Borussia Berlin,2,1,1975
3496,1974/1975,30,VfB Stuttgart,Eintracht Frankfurt,3,4,1975
3497,1974/1975,30,Hamburger SV,VfL Bochum,3,2,1975
3498,1974/1975,30,FC Schalke 04,Eintracht Braunschweig,1,1,1975
3499,1974/1975,30,Fortuna Düsseldorf,Rot-Weiss Essen,4,0,1975
3500,1974/1975,30,1. FC Cologne,Borussia Mönchengladbach,1,2,1975
3501,1974/1975,30,Wuppertaler SV,SV Werder Bremen,2,4,1975
3502,1974/1975,30,Kickers Offenbach,1. FC Kaiserslautern,2,2,1975
3503,1974/1975,30,Bayern München,MSV Duisburg,2,1,1975
3504,1974/1975,31,MSV Duisburg,Kickers Offenbach,2,1,1975
3505,1974/1975,31,Eintracht Frankfurt,1. FC Cologne,3,2,1975
3506,1974/1975,31,Borussia Mönchengladbach,Wuppertaler SV,6,2,1975
3507,1974/1975,31,Rot-Weiss Essen,Bayern München,2,2,1975
3508,1974/1975,31,SV Werder Bremen,FC Schalke 04,0,1,1975
3509,1974/1975,31,Tennis Borussia Berlin,VfB Stuttgart,1,1,1975
3510,1974/1975,31,Eintracht Braunschweig,Hamburger SV,1,2,1975
3511,1974/1975,31,1. FC Kaiserslautern,Hertha BSC,3,0,1975
3512,1974/1975,31,VfL Bochum,Fortuna Düsseldorf,4,2,1975
3513,1974/1975,32,1. FC Cologne,Tennis Borussia Berlin,7,1,1975
3514,1974/1975,32,Kickers Offenbach,Rot-Weiss Essen,1,3,1975
3515,1974/1975,32,Hertha BSC,MSV Duisburg,3,0,1975
3516,1974/1975,32,Bayern München,VfL Bochum,2,1,1975
3517,1974/1975,32,SV Werder Bremen,Eintracht Braunschweig,0,0,1975
3518,1974/1975,32,FC Schalke 04,Borussia Mönchengladbach,1,3,1975
3519,1974/1975,32,Fortuna Düsseldorf,Hamburger SV,0,0,1975
3520,1974/1975,32,VfB Stuttgart,1. FC Kaiserslautern,0,1,1975
3521,1974/1975,32,Wuppertaler SV,Eintracht Frankfurt,2,3,1975
3522,1974/1975,33,VfL Bochum,Kickers Offenbach,3,1,1975
3523,1974/1975,33,Eintracht Frankfurt,FC Schalke 04,2,1,1975
3524,1974/1975,33,MSV Duisburg,VfB Stuttgart,3,3,1975
3525,1974/1975,33,Fortuna Düsseldorf,Bayern München,6,5,1975
3526,1974/1975,33,Rot-Weiss Essen,Hertha BSC,2,1,1975
3527,1974/1975,33,Tennis Borussia Berlin,Wuppertaler SV,0,0,1975
3528,1974/1975,33,Hamburger SV,SV Werder Bremen,2,0,1975
3529,1974/1975,33,1. FC Kaiserslautern,1. FC Cologne,1,1,1975
3530,1974/1975,33,Borussia Mönchengladbach,Eintracht Braunschweig,2,0,1975
3531,1974/1975,34,VfB Stuttgart,Rot-Weiss Essen,3,2,1975
3532,1974/1975,34,Wuppertaler SV,1. FC Kaiserslautern,3,3,1975
3533,1974/1975,34,FC Schalke 04,Tennis Borussia Berlin,3,0,1975
3534,1974/1975,34,Kickers Offenbach,Fortuna Düsseldorf,2,3,1975
3535,1974/1975,34,Eintracht Braunschweig,Eintracht Frankfurt,2,0,1975
3536,1974/1975,34,SV Werder Bremen,Borussia Mönchengladbach,1,4,1975
3537,1974/1975,34,Bayern München,Hamburger SV,0,1,1975
3538,1974/1975,34,Hertha BSC,VfL Bochum,4,2,1975
3539,1974/1975,34,1. FC Cologne,MSV Duisburg,4,2,1975
3540,1975/1976,1,Hannover 96,Borussia Mönchengladbach,3,3,1976
3541,1975/1976,1,Bayern München,Eintracht Braunschweig,1,1,1976
3542,1975/1976,1,Hertha BSC,1. FC Cologne,2,1,1976
